call_number_id,facets
Lewis T471,Greek|Fragment
Lewis T472,Greek|Fragment
Lewis T473,Greek|Fragment
Lewis T474,Greek|Fragment
Lewis T475,Greek|Fragment
Lewis T476,Greek|Fragment
Lewis T477,Greek|Fragment
Lewis T478,Greek|Fragment
Lewis T479,Greek|Fragment
Lewis T480,Greek|Fragment
Lewis T481,Jewish|Liturgy|Prayer book|Fragment
Lewis T482,Persian|Fragment
Lewis T483,Persian|Fragment
Lewis T484,Persian|Fragment
Lewis T485,15th century|16th century|Gospels|Czech Republic|Czech|Fragment
Lewis T496,Missal|Liturgy|Fragment
Lewis T497,Missal|Liturgy|Fragment
Lewis T498,Missal|Liturgy|England|English|Fragment
Lewis T499,Book of Hours|Devotion|French|Fragment
Lewis T500,French|Prayer book|Fragment
Lewis T501,History|Biblical|Switzerland|Fragment
Lewis T502,Collection of Sermons|Biblical|Germany|German|Fragment
Lewis T503,Collection of Sermons|France|Fragment
Lewis T504,Collection of Sermons|Germany|German|Fragment
Lewis T505,16th century|England|English|Liturgy|Fragment
Lewis T41,12th century|Antiphonary|Liturgy|Italy|Italian|Fragment
Lewis T85,Missal|Liturgy|German|Germany|10th century|11th century|Fragment
Lewis T239,16th century|England|English|Legal|Fragment
Lewis T279,13th century|Bible|Biblical|Fragment
Lewis T280,12th century|Bible|Biblical|Fragment
Lewis T281,13th century|14th century|Bible|Biblical|French|France|Fragment
Lewis T282,13th century|14th century|Bible|Biblical|French|France|Fragment
Lewis T283,13th century|14th century|Bible|Biblical|French|France|Fragment
Lewis T284,13th century|14th century|Bible|Biblical|French|France|Fragment
Lewis T285,13th century|Bible|Biblical|French|France|Fragment
Lewis T286,13th century|Bible|Biblical|Fragment
Lewis T287,13th century|Bible|Biblical|Italian|Italy|Fragment
Lewis T288,13th century|Gospels|Fragment
Lewis T289,12th century|13th century|Gospels|Fragment
Lewis T290,12th century|Gospels|Fragment
Lewis T291,Biblical|Dictionary|German|Germany|Christian|Fragment
Lewis T292,Biblical|Dictionary|German|Germany|Christian|Fragment
Lewis T293,Biblical|Dictionary|Christian|Fragment
Lewis T294,14th century|Bible|Biblical|Commentary|Fragment
Lewis T295,14th century|Bible|Biblical|Commentary|Fragment
Lewis T296,9th century|Gospels|Commentary|Fragment
Lewis T297,12th century|13th century|Gospels|Commentary|Fragment
Lewis T298,14th century|15th century|Gospels|Commentary|Fragment
Lewis T299,12th century|13th century|Gospels|Commentary|Fragment
Lewis T300,15th century|Antiphonary|Liturgy|German|Germany|Fragment
Lewis T301,Antiphonary|Liturgy|Fragment
Lewis T302,15th century|Antiphonary|Liturgy|Fragment
Lewis T303,12th century|13th century|Breviary|Liturgy|Fragment
Lewis T304,13th century|Antiphonary|Liturgy|German|Germany|Fragment
Lewis T305,11th century|Antiphonary|Liturgy|Fragment
Lewis T306,12th century|13th century|Antiphonary|Liturgy|Fragment
Lewis T307,14th century|15th century|Antiphonary|Liturgy|Fragment
Lewis T308,15th century|Antiphonary|Liturgy|Netherlands|Dutch|Fragment
Lewis T309,15th century|Song book|Musical notation|German|Germany|Fragment
Lewis T310,15th century|Antiphonary|Liturgy|Fragment
Lewis T311,15th century|16th century|Antiphonary|Liturgy|Fragment
Lewis T312,15th century|16th century|Antiphonary|Liturgy|Italian|Italy|Fragment
Lewis T313,15th century|16th century|Antiphonary|Liturgy|Italian|Italy|Fragment
Lewis T314,15th century|16th century|Antiphonary|Liturgy|Italian|Italy|Fragment
Lewis T315,14th century|15th century|Breviary|Liturgy|Fragment
Lewis T316,14th century|Breviary|Liturgy|Italian|Italy|Psalter|Bible|Biblical|Fragment
Lewis T317,14th century|Breviary|Liturgy|Italian|Italy|Psalter|Bible|Biblical|Fragment
Lewis T318,15th century|Breviary|Liturgy|Fragment
Lewis T319,15th century|Breviary|Liturgy|German|Germany|Fragment
Lewis T320,14th century|15th century|Breviary|Liturgy|German|Germany|Fragment
Lewis T321,13th century|Breviary|Liturgy|Fragment
Lewis T322,Breviary|Liturgy|Fragment
Lewis T323,14th century|15th century|Breviary|Liturgy|Fragment
Lewis T324,Christian|Devotion|Fragment
Lewis T325,15th century|Gradual|Liturgy|England|English|Fragment
Lewis T326,14th century|15th century|16th century|Gradual|Liturgy|Fragment
Lewis T327,Song book|Musical notation|Fragment
Lewis T328,14th century|15th century|16th century|Gradual|Liturgy|Fragment
Lewis T330,11th century|12th century|Lectionary|Liturgy|Scripture|Fragment
Lewis T331,12th century|Lectionary|Liturgy|Scripture|Fragment
Lewis T332,12th century|Lectionary|Liturgy|Scripture|Fragment
Lewis T333,12th century|Lectionary|Liturgy|Scripture|Fragment
Lewis T334,12th century|Lectionary|Liturgy|Scripture|Fragment
Lewis T335,12th century|Lectionary|Liturgy|Scripture|Fragment
Lewis T336,14th century|15th century|Lectionary|Liturgy|Scripture|Fragment
Lewis T337,11th century|Missal|Liturgy|Gloss|Fragment
Lewis T338,Missal|Liturgy|Fragment
Lewis T339,12th century|Missal|Liturgy|Fragment
Lewis T340,12th century|Missal|Liturgy|Fragment
Lewis T341,12th century|Missal|Liturgy|Fragment
Lewis T342,13th century|Missal|Liturgy|Fragment
Lewis T343,14th century|Missal|Liturgy|Fragment
Lewis T344,14th century|15th century|Missal|Liturgy|German|Germany|Fragment
Lewis T345,14th century|15th century|Missal|Liturgy|Fragment
Lewis T346,14th century|15th century|Missal|Liturgy|Fragment
Lewis T347,14th century|15th century|Missal|Liturgy|Fragment
Lewis T348,15th century|Missal|Liturgy|Fragment
Lewis T349,15th century|Missal|Liturgy|Fragment
Lewis T350,Missal|Liturgy|Fragment
Lewis T351,15th century|Missal|Liturgy|Fragment
Lewis T352,15th century|Missal|Liturgy|Fragment
Lewis T353,15th century|Missal|Liturgy|Fragment
Lewis T354,15th century|Gradual|Liturgy|Missal|Fragment
Lewis T355,Missal|Liturgy|Fragment
Lewis T356,15th century|Missal|Liturgy|Fragment
Lewis T357,15th century|Missal|Liturgy|German|Germany|Fragment
Lewis T358,15th century|Missal|Liturgy|German|Germany|Fragment
Lewis T359,15th century|Missal|Liturgy|Fragment
Lewis T360,15th century|Missal|Liturgy|Fragment
Lewis T361,15th century|Missal|Liturgy|Fragment
Lewis T362,15th century|Missal|Liturgy|German|Germany|Fragment
Lewis T363,Missal|Liturgy|Fragment
Lewis T364,Missal|Liturgy|Fragment
Lewis T365,Missal|Liturgy|Fragment
Lewis T366,Missal|Liturgy|Fragment
Lewis T367,Missal|Liturgy|Fragment
Lewis T368,15th century|Missal|Liturgy|Fragment
Lewis T369,15th century|Liturgy|German|Germany|Breviary|Missal|Fragment
Lewis T370,9th century|Literature -- Poetry|Christian|Fragment
Lewis T371,13th century|14th century|Literature -- Poetry|Christian|Fragment
Lewis T372,12th century|13th century|History|Fragment
Lewis T373,13th century|14th century|Gloss|Theology|Commentary|Christian|French|France|Fragment
Lewis T374,13th century|14th century|Gloss|Theology|Commentary|Christian|French|France|Fragment
Lewis T375,14th century|Theology|Annotated|Fragment
Lewis T376,12th century|13th century|Collection of Sermons|Christian|Fragment
Lewis T377,11th century|Collection of Sermons|Christian|Fragment
Lewis T378,11th century|12th century|Collection of Sermons|Homilary|French|France|Christian|Fragment
Lewis T379,11th century|12th century|Collection of Sermons|Homilary|Christian|Fragment
Lewis T380,13th century|Collection of Sermons|Homilary|Christian|Fragment
Lewis T381,13th century|Collection of Sermons|Homilary|Christian|Fragment
Lewis T382,11th century|Illustration|Christian|Fragment
Lewis T383,13th century|14th century|Treatise|Fragment
Lewis T384,13th century|14th century|Treatise|Science -- Medicine|Fragment
Lewis T385,14th century|15th century|Saint's Life|French|France|Fragment
Lewis T386,14th century|15th century|Saint's Life|French|France|Fragment
Lewis T387,15th century|Saint's Life|German|Germany|Fragment
Lewis T388,12th century|13th century|Gloss|French|France|Christian|Legal|Fragment
Lewis T389,14th century|Christian|Legal|Commentary|Fragment
Lewis T390,14th century|15th century|Charter|Christian|Legal|Fragment
Lewis T391,13th century|14th century|Legal|Gloss|Fragment
Lewis T392,13th century|14th century|Legal|Gloss|Fragment
Lewis T393,14th century|Legal|Gloss|Italian|Italy|Fragment
Lewis T394,13th century|Treatise|Science -- Medicine|Fragment
Lewis T395,13th century|14th century|Commentary|Philosophy|French|France|Fragment
Lewis T396,12th century|Philosophy|England|English|Fragment
Lewis T397,13th century|14th century|Treatise|Philosophy|Fragment
Lewis T398,Biography|Literature -- Prose|Fragment
Lewis T399,13th century|German|Germany|Fragment
Lewis T399a,German|Germany|Fragment
Lewis T400,16th century|Charter|England|English|Fragment
Lewis T401,16th century|Charter|England|English|Fragment
Lewis T402,16th century|England|English|Legal|Fragment
Lewis T403,16th century|England|English|Legal|Fragment
Lewis T404,16th century|England|English|Legal|Fragment
Lewis T405,16th century|England|English|Legal|Fragment
Lewis T406,England|English|Legal|Fragment
Lewis T407,17th century|Charter|England|English|Fragment
Lewis T408,20th century|Document|Fragment
Lewis T409,16th century|England|English|Legal|Fragment
Lewis T410,Charter|England|English|Fragment
Lewis T486,Gospel Lectionary|Coptic|Fragment
Lewis T487,15th century|England|English|Literature -- Poetry|History|Fragment
Lewis T488,15th century|England|English|Literature -- Poetry|Fragment
Lewis T489,16th century|Charter|England|English|Fragment
Lewis T490,14th century|15th century|French|France|Literature -- Prose|Fragment
Lewis T491,15th century|Charter|French|France|Fragment
Lewis T492,15th century|Flemish|Belgium|Legal|Fragment
Lewis T493,16th century|17th century|French|France|Accounts|Financial records|Fragment
Lewis T494,Bible|Biblical|Jewish|Fragment
Lewis T506,15th century|16th century|Breviary|Liturgy|Fragment
Lewis T507,15th century|16th century|Missal|Liturgy|Fragment
Lewis T508,Commentary|Theology|Christian|Fragment
Lewis T509,15th century|Theology|Treatise|Swiss|Switzerland|Fragment
Lewis T510,15th century|Collection of Sermons|Germany|Fragment
Lewis T511,Greek|Fragment
Lewis T329,15th century|16th century|Song book|Musical notation|Italy|Italian|Spanish|Spain|Fragment
Lewis T329a,Song book|Musical notation|Fragment
Lewis T411,12th century|Bible|Biblical|Fragment
Lewis T412,Bible|Biblical|Fragment
Lewis T413,Bible|Biblical|Fragment
Lewis T414,14th century|15th century|Bible|Biblical|Fragment
Lewis T415,12th century|Bible|Biblical|Fragment
Lewis T416,12th century|Gospels|Fragment
Lewis T417,12th century|Gospels|Italian|Italy|Fragment
Lewis T418,12th century|Italian|Italy|Gospels|Commentary|Fragment
Lewis T419,Homilary|Italian|Italy|Gospels|Commentary|Fragment
Lewis T420,12th century|Italian|Italy|Collection of Sermons|Fragment
Lewis T421,14th century|Antiphonary|Liturgy|Italian|Italy|Fragment
Lewis T422,14th century|Antiphonary|Liturgy|Italian|Italy|Fragment
Lewis T423,14th century|Antiphonary|Liturgy|Italian|Italy|Fragment
Lewis T424,14th century|Breviary|Liturgy|Fragment
Lewis T425,14th century|15th century|Book of Hours|Devotion|Fragment
Lewis T426,14th century|Gradual|Liturgy|Fragment
Lewis T427,14th century|Gradual|Liturgy|Fragment
Lewis T428,14th century|Gradual|Liturgy|Fragment
Lewis T429,14th century|Gradual|Liturgy|Fragment
Lewis T430,14th century|Gradual|Liturgy|Fragment
Lewis T431,Gradual|Liturgy|Fragment
Lewis T432,Gradual|Liturgy|Fragment
Lewis T433,Gradual|Liturgy|Fragment
Lewis T434,Gradual|Liturgy|Fragment
Lewis T435,Gradual|Liturgy|Fragment
Lewis T436,Gradual|Liturgy|Fragment
Lewis T438,Collection of Sermons|Missal|Liturgy|Fragment
Lewis T439,Missal|Liturgy|Fragment
Lewis T440,Missal|Liturgy|Fragment
Lewis T441,Missal|Liturgy|Fragment
Lewis T442,Collection of Sermons|Fragment
Lewis T443,Collection of Sermons|Fragment
Lewis T444,Collection of Sermons|Fragment
Lewis T445,Collection of Sermons|Fragment
Lewis T446,Collection of Sermons|Fragment
Lewis T447,Collection of Sermons|Fragment
Lewis T437,14th century|15th century|Missal|Gradual|Liturgy|English|England|Fragment
Lewis T618,Song book|Musical notation|Fragment
Lewis T619,Fragment
Lewis T620,Christian|Fragment
Lewis T621,Song book|Musical notation|Fragment
Lewis T622,Song book|Musical notation|Fragment
Lewis T623,Song book|Musical notation|Fragment
Lewis T624,Bible|Biblical|Fragment
Lewis T625,Song book|Musical notation|Fragment
Lewis T626,Song book|Musical notation|Fragment
Lewis T627,Song book|Musical notation|Fragment
Lewis T628,Song book|Musical notation|Fragment
Lewis T629,Song book|Musical notation|Fragment
Lewis T630,Song book|Musical notation|Fragment
Lewis T631,Song book|Musical notation|Fragment
Lewis T632,Grammar|Dictionary|Fragment
Lewis T633,Song book|Musical notation|Fragment
Lewis T634,Missal|Liturgy|Fragment
Lewis T635,Fragment
Lewis T636,Glossary|Fragment
Lewis T637,15th century|Song book|Musical notation|Flemish|Belgium|Fragment
Lewis T638,Bible|Biblical|Fragment
Lewis T639,?|Fragment
Lewis T640,Song book|Musical notation|Fragment
Lewis T641,Song book|Musical notation|Fragment
Lewis T642,Song book|Musical notation|Fragment
Lewis T643,Song book|Musical notation|Fragment
Lewis T644,Song book|Musical notation|Fragment
Lewis T645,Song book|Musical notation|Fragment
Lewis T646,Song book|Musical notation|Fragment
Lewis T647,Song book|Musical notation|Fragment
Lewis T648,Song book|Musical notation|Fragment
Lewis T649,Song book|Musical notation|Fragment
Lewis T650,Song book|Musical notation|Fragment
Lewis T651,Song book|Musical notation|Fragment
Lewis T652,Song book|Musical notation|Fragment
Lewis T653,Song book|Musical notation|Fragment
Lewis T654,Song book|Musical notation|Fragment
Lewis T655,Song book|Musical notation|Fragment
Lewis T656,Song book|Musical notation|Fragment
Lewis T657,Song book|Musical notation|Fragment
Lewis T658,13th century|Illumination|French|France|Fragment
Lewis T659,13th century|Illumination|French|France|Fragment
Lewis T660,Illustration|Fragment
Lewis T661,Illustration|Fragment
Lewis T662,Song book|Musical notation|Fragment
Lewis T663,Illumination|Fragment
Lewis T664,Illumination|Fragment
Lewis T665,Illumination|Fragment
Lewis T666,Illumination|Fragment
Lewis T667,Penwork initial|Fragment
Lewis T668,Penwork initial|Fragment
Lewis T669,Penwork initial|Fragment
Lewis T670,Song book|Musical notation|Fragment
Lewis T671,Illumination|Fragment
Lewis T672,Illumination|Song book|Musical notation|Fragment
Lewis T673,13th century|Austrian|Austria|Song book|Musical notation|Fragment
Lewis T674,15th century|German|Germany|Song book|Musical notation|Fragment
Lewis T675,15th century|Austrian|Austria|Song book|Musical notation|Fragment
Lewis T676,English|Fragment
Lewis T677,Fragment
Lewis T678,Fragment|Illustration|Paper
Lewis T679,Fragment|Illustration|Paper
Lewis T680,Fragment|Illustration|Paper
Lewis T512,Fragment|Illustration|Paper
Lewis T513,Fragment|Illustration|Paper
Lewis T514,Fragment|Illustration|Paper
Lewis T515,Fragment|Illustration|Paper
Lewis T516,Fragment|Illustration|Paper
Lewis T517,Fragment|Illustration|Paper
Lewis T518,Bible|Biblical|Fragment
Lewis T519,Fragment
Lewis T520,Gospels|Fragment
Lewis T521,Fragment
Lewis T522,Historiated initial|Fragment
Lewis T523,Bible|Biblical|Fragment
Lewis T524,Song book|Musical notation|Fragment
Lewis T525,Song book|Musical notation|Fragment
Lewis T466,Accounts|Financial records|Fragment
Lewis T467,Accounts|Germany|German|Fragment
Lewis T468,Paper|Coptic|Fragment
Lewis T526,Antiphonary|Liturgy|Fragment
Lewis T527,Illustration|Illumination|Fragment
Lewis T528,Song book|Musical notation|Fragment
Lewis T529,Song book|Musical notation|Fragment
Lewis T530,Song book|Musical notation|Fragment
Lewis T531,Song book|Musical notation|Fragment
Lewis T532,Song book|Musical notation|Fragment
Lewis T533,Song book|Musical notation|Fragment
Lewis T534,Song book|Musical notation|Fragment
Lewis T535,Song book|Musical notation|Fragment
Lewis T536,Song book|Musical notation|Fragment
Lewis T537,Song book|Musical notation|Fragment
Lewis T538,Song book|Musical notation|Fragment
Lewis T539,Song book|Musical notation|Fragment
Lewis T540,Song book|Musical notation|Fragment
Lewis T541,Song book|Musical notation|Fragment
Lewis T542,Song book|Musical notation|Fragment
Lewis T543,Song book|Musical notation|Fragment
Lewis T544,Song book|Musical notation|Fragment
Lewis T545,Song book|Musical notation|Fragment
Lewis T546,Song book|Musical notation|Fragment
Lewis T547,Song book|Musical notation|Fragment
Lewis T548,Song book|Musical notation|Fragment
Lewis T549,Song book|Musical notation|Fragment
Lewis T550,Song book|Musical notation|Fragment
Lewis T551,Song book|Musical notation|Fragment
Lewis T552,Song book|Musical notation|Fragment
Lewis T553,Song book|Musical notation|Fragment
Lewis T554,Song book|Musical notation|Fragment
Lewis T555,Liturgy|Christian|Fragment
Lewis T556,Song book|Musical notation|Fragment
Lewis T557,Song book|Musical notation|Fragment
Lewis T558,Song book|Musical notation|Fragment
Lewis T559,Bible|Biblical|Fragment
Lewis T560,Song book|Musical notation|Fragment
Lewis T561,Song book|Musical notation|Fragment
Lewis T562,Song book|Musical notation|Fragment
Lewis T563,Song book|Musical notation|Fragment
Lewis T564,Song book|Musical notation|Fragment
Lewis T565,Song book|Musical notation|Fragment
Lewis T566,Fragment
Lewis T567,Song book|Musical notation|Fragment
Lewis T572,Song book|Musical notation|Fragment
Lewis T568,Fragment
Lewis T569,Song book|Musical notation|Fragment
Lewis T570,Book of Hours|Devotion|Fragment
Lewis T571,Illumination|Fragment
Lewis T573,Illumination|Fragment
Lewis T574,Illustration|Fragment
Lewis T575,Antiphonary|Liturgy|Fragment
Lewis T576,Illumination|Flemish|Belgium|Fragment
Lewis T577,Song book|Musical notation|Fragment
Lewis T578,Antiphonary|Liturgy|Historiated initial|Fragment
